GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG,TRAVELER_ID,cluster,cluster_name
여,20,1,13,6,4,1,충청남도,제주,나홀로 여행,1,0,5,spring,4,h000092,4,느슨하게 떠나는 듀오 무드러
여,30,1,13,4,3,6,경기도,제주,2인 여행(가족 외),2,1,6,summer,3,h000468,4,느슨하게 떠나는 듀오 무드러
여,30,2,2,7,1,3,서울특별시,제주,2인 가족 여행,2,1,5,spring,4,h000032,5,차분템포 자연수집 패밀리
남,30,1,3,3,1,4,경기도,제주,나홀로 여행,1,0,6,summer,3,h001276,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,1,1,경기도,제주,나홀로 여행,2,0,7,summer,5,h001647,4,느슨하게 떠나는 듀오 무드러
여,40,2,2,5,6,6,경기도,제주,2인 가족 여행,1,1,7,summer,4,h000794,2,탐험 ON한 듀오 트래블러
여,20,1,12,1,2,2,경상남도,제주,2인 여행(가족 외),2,1,7,summer,4,h002182,6,뉴트럴바이브 듀오 스테이러
여,20,1,12,1,2,4,울산광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h001206,6,뉴트럴바이브 듀오 스테이러
남,40,1,3,6,2,3,경기도,제주,2인 여행(가족 외),1,1,6,summer,4,h000533,4,느슨하게 떠나는 듀오 무드러
여,60,4,3,3,2,1,인천광역시,제주,나홀로 여행,1,0,6,summer,3,h000478,4,느슨하게 떠나는 듀오 무드러
남,30,1,13,1,5,2,대전광역시,제주,나홀로 여행,4,0,7,summer,3,h001965,6,뉴트럴바이브 듀오 스테이러
여,20,1,4,2,3,2,경기도,제주,2인 여행(가족 외),7,1,6,summer,5,h001084,6,뉴트럴바이브 듀오 스테이러
남,30,1,3,4,1,4,제주특별자치도,제주,2인 여행(가족 외),5,1,6,summer,3,h001316,4,느슨하게 떠나는 듀오 무드러
여,30,2,11,1,6,1,경기도,제주,3대 동반 여행(친척 포함),3,2,6,summer,4,h000624,7,패밀리 무드 ON 스탠다드러
남,20,1,2,4,2,3,경기도,제주,나홀로 여행,2,0,7,summer,8,h001457,4,느슨하게 떠나는 듀오 무드러
여,20,1,7,5,5,3,경기도,제주,2인 여행(가족 외),6,1,6,summer,3,h001340,4,느슨하게 떠나는 듀오 무드러
여,50,2,3,6,6,2,대전광역시,제주,자녀 동반 여행,1,2,6,summer,8,h000768,5,차분템포 자연수집 패밀리
남,30,2,2,7,10,1,경기도,제주,나홀로 여행,4,0,6,summer,2,h000490,2,탐험 ON한 듀오 트래블러
여,30,1,2,5,2,3,경기도,제주,2인 여행(가족 외),2,1,6,summer,4,h000531,4,느슨하게 떠나는 듀오 무드러
여,20,1,1,7,2,2,경기도,제주,2인 여행(가족 외),3,1,6,summer,4,h000536,4,느슨하게 떠나는 듀오 무드러
남,30,1,3,5,1,2,서울특별시,제주,부모 동반 여행,2,3,6,summer,4,h000480,7,패밀리 무드 ON 스탠다드러
여,20,1,4,4,1,2,부산광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h001557,4,느슨하게 떠나는 듀오 무드러
여,30,2,3,4,6,4,대구광역시,제주,3인 이상 여행(가족 외),2,3,5,spring,5,h000111,7,패밀리 무드 ON 스탠다드러
여,50,2,4,2,1,1,경기도,제주,3인 이상 여행(가족 외),6,3,7,summer,3,h001466,7,패밀리 무드 ON 스탠다드러
남,20,1,12,3,4,6,충청북도,제주,3인 이상 여행(가족 외),1,2,6,summer,4,h001103,6,뉴트럴바이브 듀오 스테이러
여,40,2,4,4,2,1,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,2,h000683,1,자연집중 번개여행 패밀리
여,50,2,4,4,4,2,경기도,제주,자녀 동반 여행,2,3,6,summer,5,h000464,7,패밀리 무드 ON 스탠다드러
남,30,2,3,3,8,1,서울특별시,제주,자녀 동반 여행,3,2,6,summer,4,h000585,2,탐험 ON한 듀오 트래블러
여,30,1,3,4,1,2,제주특별자치도,제주,2인 여행(가족 외),3,1,5,spring,2,h000351,3,솔로감성 잠깐 리프레시러
여,20,1,3,4,1,1,충청남도,제주,2인 여행(가족 외),9,1,7,summer,3,h001502,4,느슨하게 떠나는 듀오 무드러
여,50,2,2,9,2,5,제주특별자치도,제주,3인 이상 여행(가족 외),7,3,6,summer,1,h001120,5,차분템포 자연수집 패밀리
남,30,1,3,4,5,3,서울특별시,제주,3인 이상 여행(가족 외),1,2,7,summer,3,h001526,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,3,2,4,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,5,h001421,4,느슨하게 떠나는 듀오 무드러
여,30,2,11,1,1,1,서울특별시,제주,자녀 동반 여행,3,2,6,summer,5,h000806,7,패밀리 무드 ON 스탠다드러
남,50,4,3,7,1,3,대전광역시,제주,부모 동반 여행,1,3,6,summer,4,h000817,5,차분템포 자연수집 패밀리
여,30,1,2,4,4,1,서울특별시,제주,3인 이상 여행(가족 외),3,2,5,spring,7,h000496,7,패밀리 무드 ON 스탠다드러
남,30,1,2,5,6,4,경기도,제주,나홀로 여행,4,0,6,summer,4,h000555,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,3,5,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001464,2,탐험 ON한 듀오 트래블러
여,30,1,3,5,4,2,서울특별시,제주,나홀로 여행,7,0,6,summer,3,h000912,4,느슨하게 떠나는 듀오 무드러
남,40,2,11,3,1,1,서울특별시,제주,3인 이상 여행(가족 외),5,3,6,summer,3,h000574,7,패밀리 무드 ON 스탠다드러
여,30,1,4,4,2,4,서울특별시,제주,2인 가족 여행,9,1,5,spring,3,h000091,4,느슨하게 떠나는 듀오 무드러
여,30,1,12,2,2,1,광주광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h000701,6,뉴트럴바이브 듀오 스테이러
남,30,1,2,3,4,5,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,1,h001671,3,솔로감성 잠깐 리프레시러
여,30,1,12,1,1,3,경기도,제주,3인 이상 여행(가족 외),3,7,6,summer,4,h001258,0,자연에 진심인 힐링패밀리
남,20,1,2,3,1,4,서울특별시,제주,나홀로 여행,4,0,7,summer,3,h002007,6,뉴트럴바이브 듀오 스테이러
남,30,2,4,4,1,1,경기도,제주,자녀 동반 여행,3,2,6,summer,3,h000713,7,패밀리 무드 ON 스탠다드러
남,40,1,4,5,3,3,세종특별자치시,제주,2인 여행(가족 외),1,1,6,summer,3,h000858,4,느슨하게 떠나는 듀오 무드러
여,50,2,3,2,4,4,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,2,h002198,6,뉴트럴바이브 듀오 스테이러
남,50,2,2,3,1,4,제주특별자치도,제주,자녀 동반 여행,3,2,7,summer,2,h001788,1,자연집중 번개여행 패밀리
여,40,2,3,5,1,1,부산광역시,제주,자녀 동반 여행,1,4,6,summer,6,h000742,7,패밀리 무드 ON 스탠다드러
남,30,1,3,5,2,6,강원도,제주,3인 이상 여행(가족 외),7,2,5,spring,4,h000329,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,2,2,2,경상남도,제주,2인 여행(가족 외),3,1,6,summer,4,h001215,6,뉴트럴바이브 듀오 스테이러
남,30,2,4,5,1,2,제주특별자치도,제주,2인 가족 여행,3,1,7,summer,3,h002138,4,느슨하게 떠나는 듀오 무드러
여,50,1,13,6,3,2,서울특별시,제주,2인 가족 여행,1,1,6,summer,4,h001283,4,느슨하게 떠나는 듀오 무드러
여,40,1,13,4,5,1,전라북도,제주,2인 여행(가족 외),7,1,6,summer,3,h001610,4,느슨하게 떠나는 듀오 무드러
남,40,2,3,3,4,4,인천광역시,제주,자녀 동반 여행,8,2,6,summer,4,h000871,7,패밀리 무드 ON 스탠다드러
여,40,2,3,2,3,6,광주광역시,제주,자녀 동반 여행,9,2,6,summer,4,h001136,7,패밀리 무드 ON 스탠다드러
남,50,2,13,8,4,6,서울특별시,제주,자녀 동반 여행,3,1,7,summer,3,h000758,5,차분템포 자연수집 패밀리
여,40,1,2,4,1,6,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001211,4,느슨하게 떠나는 듀오 무드러
남,30,1,12,2,10,2,강원도,제주,2인 여행(가족 외),3,1,6,summer,3,h000676,2,탐험 ON한 듀오 트래블러
여,20,1,12,2,6,3,충청북도,제주,나홀로 여행,2,0,7,summer,3,h001835,2,탐험 ON한 듀오 트래블러
여,30,1,12,1,4,2,인천광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h001121,6,뉴트럴바이브 듀오 스테이러
여,40,2,11,1,1,4,서울특별시,제주,자녀 동반 여행,2,3,6,summer,5,h000186,7,패밀리 무드 ON 스탠다드러
여,40,2,4,4,2,1,제주특별자치도,제주,2인 가족 여행,1,1,7,summer,1,h002170,1,자연집중 번개여행 패밀리
남,30,1,13,8,3,1,제주특별자치도,제주,2인 여행(가족 외),3,1,7,summer,1,h001831,1,자연집중 번개여행 패밀리
여,40,1,3,6,3,4,서울특별시,제주,나홀로 여행,7,0,6,summer,8,h000584,4,느슨하게 떠나는 듀오 무드러
남,30,1,2,5,1,5,제주특별자치도,제주,나홀로 여행,4,0,7,summer,3,h001724,4,느슨하게 떠나는 듀오 무드러
여,40,1,3,4,6,3,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3,h001032,2,탐험 ON한 듀오 트래블러
여,50,2,4,4,1,2,충청남도,제주,2인 가족 여행,6,1,6,summer,5,h000599,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,4,5,4,경상남도,제주,나홀로 여행,1,0,5,spring,3,h000070,4,느슨하게 떠나는 듀오 무드러
여,40,2,4,2,4,1,제주특별자치도,제주,자녀 동반 여행,9,3,7,summer,3,h001874,7,패밀리 무드 ON 스탠다드러
여,40,2,13,3,1,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,2,6,summer,2,h000313,1,자연집중 번개여행 패밀리
여,30,1,12,2,5,4,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,5,h001127,6,뉴트럴바이브 듀오 스테이러
남,20,1,12,2,3,3,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,3,h001617,6,뉴트럴바이브 듀오 스테이러
여,50,2,2,2,1,3,전라북도,제주,2인 가족 여행,2,1,7,summer,4,h002251,6,뉴트럴바이브 듀오 스테이러
남,50,2,3,6,1,1,서울특별시,제주,자녀 동반 여행,7,2,6,summer,3,h001025,5,차분템포 자연수집 패밀리
남,50,2,5,1,1,4,대구광역시,제주,자녀 동반 여행,7,4,7,summer,4,h001398,7,패밀리 무드 ON 스탠다드러
여,30,2,3,2,3,4,대구광역시,제주,2인 가족 여행,2,1,6,summer,3,h001089,6,뉴트럴바이브 듀오 스테이러
여,30,1,3,4,3,3,충청남도,제주,나홀로 여행,1,0,7,summer,4,h002263,4,느슨하게 떠나는 듀오 무드러
여,40,2,5,1,1,6,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,2,h000486,6,뉴트럴바이브 듀오 스테이러
여,40,2,3,4,1,3,경기도,제주,3대 동반 여행(친척 포함),3,4,6,summer,3,h000753,7,패밀리 무드 ON 스탠다드러
여,40,2,5,4,1,5,광주광역시,제주,2인 여행(가족 외),5,1,6,summer,3,h001282,4,느슨하게 떠나는 듀오 무드러
여,50,2,3,5,1,1,경기도,제주,자녀 동반 여행,3,3,6,summer,4,h000614,7,패밀리 무드 ON 스탠다드러
여,30,1,3,4,5,3,대전광역시,제주,2인 여행(가족 외),3,1,7,summer,4,h001477,4,느슨하게 떠나는 듀오 무드러
여,20,1,4,4,6,4,경기도,제주,2인 가족 여행,3,1,5,spring,4,h000126,2,탐험 ON한 듀오 트래블러
남,40,2,2,6,1,2,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,2,h001468,1,자연집중 번개여행 패밀리
남,20,1,2,5,6,5,충청남도,제주,나홀로 여행,2,0,7,summer,4,h001513,2,탐험 ON한 듀오 트래블러
여,40,2,13,5,6,3,경기도,제주,3인 이상 여행(가족 외),9,2,7,summer,3,h001700,2,탐험 ON한 듀오 트래블러
여,20,1,3,4,3,3,부산광역시,제주,나홀로 여행,4,0,6,summer,3,h000481,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,3,4,제주특별자치도,제주,나홀로 여행,4,0,7,summer,1,h001954,3,솔로감성 잠깐 리프레시러
여,30,1,12,4,10,1,제주특별자치도,제주,나홀로 여행,4,0,6,summer,3,h001681,2,탐험 ON한 듀오 트래블러
여,30,1,2,4,2,2,제주특별자치도,제주,나홀로 여행,10,0,5,spring,3,h000085,4,느슨하게 떠나는 듀오 무드러
여,30,2,11,1,2,7,대전광역시,제주,자녀 동반 여행,3,3,6,summer,5,h000884,7,패밀리 무드 ON 스탠다드러
여,30,2,3,1,1,4,인천광역시,제주,자녀 동반 여행,2,4,6,summer,3,h001076,7,패밀리 무드 ON 스탠다드러
여,30,1,12,2,1,4,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h000619,6,뉴트럴바이브 듀오 스테이러
여,50,2,3,1,1,3,대구광역시,제주,자녀 동반 여행,3,1,6,summer,3,h000520,6,뉴트럴바이브 듀오 스테이러
여,50,2,2,1,3,2,서울특별시,제주,3대 동반 여행(친척 포함),1,5,5,spring,4,h000342,0,자연에 진심인 힐링패밀리
여,30,2,3,4,6,1,서울특별시,제주,3인 이상 여행(가족 외),3,6,6,summer,3,h001036,0,자연에 진심인 힐링패밀리
여,40,2,3,4,4,2,대구광역시,제주,2인 가족 여행,7,1,7,summer,4,h001520,4,느슨하게 떠나는 듀오 무드러
남,50,2,2,6,3,2,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3,h000147,5,차분템포 자연수집 패밀리
여,30,1,2,5,2,4,서울특별시,제주,2인 여행(가족 외),3,1,7,summer,3,h001301,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,4,2,3,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,2,h001214,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,8,1,2,인천광역시,제주,나홀로 여행,6,0,7,summer,4,h001504,5,차분템포 자연수집 패밀리
남,20,1,12,1,3,1,경기도,제주,2인 여행(가족 외),3,1,7,summer,3,h002087,6,뉴트럴바이브 듀오 스테이러
남,30,1,4,4,6,4,대구광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h000500,2,탐험 ON한 듀오 트래블러
남,40,1,5,2,3,3,인천광역시,제주,부모 동반 여행,3,2,6,summer,4,h000807,7,패밀리 무드 ON 스탠다드러
남,30,2,2,7,6,2,서울특별시,제주,2인 가족 여행,1,1,6,summer,5,h000615,5,차분템포 자연수집 패밀리
여,30,2,3,3,1,2,경기도,제주,3대 동반 여행(친척 포함),1,4,6,summer,4,h000833,7,패밀리 무드 ON 스탠다드러
남,30,1,3,5,5,4,서울특별시,제주,부모 동반 여행,3,2,6,summer,3,h000895,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,1,2,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,3,h001338,6,뉴트럴바이브 듀오 스테이러
여,40,2,2,4,4,6,제주특별자치도,제주,3인 이상 여행(가족 외),3,4,6,summer,1,h000078,1,자연집중 번개여행 패밀리
남,20,1,4,4,1,3,경기도,제주,나홀로 여행,2,0,6,summer,4,h001082,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,1,1,2,경상남도,제주,자녀 동반 여행,1,2,6,summer,3,h000581,7,패밀리 무드 ON 스탠다드러
남,40,2,3,5,4,5,대구광역시,제주,자녀 동반 여행,2,3,6,summer,3,h000869,7,패밀리 무드 ON 스탠다드러
남,20,1,12,1,1,4,서울특별시,제주,3인 이상 여행(가족 외),1,8,6,summer,3,h000866,0,자연에 진심인 힐링패밀리
여,50,2,4,5,1,4,서울특별시,제주,자녀 동반 여행,2,2,4,spring,4,h000001,7,패밀리 무드 ON 스탠다드러
남,20,1,2,1,3,1,서울특별시,제주,나홀로 여행,2,0,6,summer,3,h001582,6,뉴트럴바이브 듀오 스테이러
남,20,1,7,6,1,4,울산광역시,제주,2인 여행(가족 외),2,1,7,summer,4,h002090,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,4,3,경기도,제주,2인 여행(가족 외),7,1,7,summer,3,h001603,4,느슨하게 떠나는 듀오 무드러
남,30,1,4,3,1,4,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,3,h001057,6,뉴트럴바이브 듀오 스테이러
여,20,1,3,5,1,4,서울특별시,제주,부모 동반 여행,1,3,6,summer,4,h001063,7,패밀리 무드 ON 스탠다드러
남,20,1,13,1,1,3,충청북도,제주,2인 여행(가족 외),1,1,7,summer,3,h001984,6,뉴트럴바이브 듀오 스테이러
여,20,1,3,3,3,3,충청북도,제주,3인 이상 여행(가족 외),1,2,6,summer,4,h000835,7,패밀리 무드 ON 스탠다드러
남,20,1,3,4,4,7,경기도,제주,2인 여행(가족 외),3,1,6,summer,3,h000629,4,느슨하게 떠나는 듀오 무드러
여,40,1,3,5,1,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h000595,4,느슨하게 떠나는 듀오 무드러
남,40,2,3,5,1,2,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,5,h000334,4,느슨하게 떠나는 듀오 무드러
여,20,1,2,4,1,1,제주특별자치도,제주,나홀로 여행,2,0,7,summer,3,h002035,6,뉴트럴바이브 듀오 스테이러
남,40,1,3,5,2,4,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1,h001065,3,솔로감성 잠깐 리프레시러
여,20,1,4,2,1,1,대구광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h000690,6,뉴트럴바이브 듀오 스테이러
여,30,1,12,1,3,6,대구광역시,제주,3인 이상 여행(가족 외),1,3,7,summer,3,h001429,7,패밀리 무드 ON 스탠다드러
여,30,1,3,6,2,3,대전광역시,제주,나홀로 여행,10,0,6,summer,4,h000473,4,느슨하게 떠나는 듀오 무드러
여,40,1,3,3,4,3,인천광역시,제주,2인 가족 여행,2,1,7,summer,3,h001905,6,뉴트럴바이브 듀오 스테이러
남,20,1,3,4,2,6,서울특별시,제주,2인 여행(가족 외),5,1,6,summer,3,h000677,4,느슨하게 떠나는 듀오 무드러
남,30,1,3,4,1,6,충청남도,제주,2인 여행(가족 외),3,1,6,summer,4,h001382,4,느슨하게 떠나는 듀오 무드러
남,30,1,12,1,2,2,경기도,제주,2인 가족 여행,3,1,7,summer,4,h001140,6,뉴트럴바이브 듀오 스테이러
남,50,2,2,7,1,6,경기도,제주,3인 이상 여행(가족 외),2,3,6,summer,5,h000815,5,차분템포 자연수집 패밀리
여,30,2,11,1,2,1,서울특별시,제주,자녀 동반 여행,4,4,6,summer,3,h000745,7,패밀리 무드 ON 스탠다드러
남,30,1,3,2,4,7,제주특별자치도,제주,나홀로 여행,1,0,7,summer,3,h001672,6,뉴트럴바이브 듀오 스테이러
남,20,1,13,1,1,4,서울특별시,제주,2인 가족 여행,1,1,7,summer,3,h001428,6,뉴트럴바이브 듀오 스테이러
여,40,2,11,1,2,1,경상북도,제주,자녀 동반 여행,1,3,6,summer,5,h000837,7,패밀리 무드 ON 스탠다드러
여,20,1,3,2,2,3,서울특별시,제주,나홀로 여행,2,0,6,summer,3,h001322,6,뉴트럴바이브 듀오 스테이러
여,40,5,5,6,1,4,제주특별자치도,제주,자녀 동반 여행,3,2,6,summer,1,h001074,1,자연집중 번개여행 패밀리
여,30,1,4,6,3,1,전라남도,제주,2인 여행(가족 외),6,1,6,summer,4,h000455,4,느슨하게 떠나는 듀오 무드러
여,30,1,3,6,2,5,서울특별시,제주,나홀로 여행,2,0,6,summer,6,h000553,4,느슨하게 떠나는 듀오 무드러
남,20,1,12,2,2,2,충청남도,제주,나홀로 여행,7,0,7,summer,3,h001683,6,뉴트럴바이브 듀오 스테이러
여,40,2,4,1,2,1,경기도,제주,자녀 동반 여행,3,3,6,summer,3,h001253,7,패밀리 무드 ON 스탠다드러
여,50,2,13,4,1,2,부산광역시,제주,자녀 동반 여행,7,2,5,spring,5,h000020,7,패밀리 무드 ON 스탠다드러
여,30,2,2,3,2,4,경기도,제주,나홀로 여행,2,0,6,summer,3,h000143,4,느슨하게 떠나는 듀오 무드러
여,30,1,2,4,4,4,대구광역시,제주,2인 여행(가족 외),3,1,6,summer,4,h001473,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,4,1,2,인천광역시,제주,2인 여행(가족 외),2,1,6,summer,3,h001560,4,느슨하게 떠나는 듀오 무드러
여,20,1,12,1,8,5,인천광역시,제주,나홀로 여행,2,0,6,summer,3,h000834,2,탐험 ON한 듀오 트래블러
여,30,2,4,6,3,3,서울특별시,제주,자녀 동반 여행,9,3,7,summer,3,h001224,7,패밀리 무드 ON 스탠다드러
남,30,2,3,3,3,5,부산광역시,제주,자녀 동반 여행,3,2,7,summer,4,h002029,7,패밀리 무드 ON 스탠다드러
남,50,2,2,12,4,2,경기도,제주,자녀 동반 여행,3,3,6,summer,6,h000740,5,차분템포 자연수집 패밀리
남,30,1,3,4,1,4,서울특별시,제주,2인 여행(가족 외),2,1,7,summer,4,h001752,4,느슨하게 떠나는 듀오 무드러
여,20,1,2,4,3,5,광주광역시,제주,2인 여행(가족 외),5,1,6,summer,3,h001233,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,6,1,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001518,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,2,1,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3,h001451,4,느슨하게 떠나는 듀오 무드러
남,30,1,3,5,5,6,경기도,제주,2인 여행(가족 외),2,1,5,spring,6,h000322,4,느슨하게 떠나는 듀오 무드러
여,20,1,2,4,1,3,서울특별시,제주,나홀로 여행,1,0,6,summer,3,h001391,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,4,3,서울특별시,제주,나홀로 여행,4,0,6,summer,6,h001242,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,4,2,4,경기도,제주,2인 여행(가족 외),1,1,6,summer,3,h000521,4,느슨하게 떠나는 듀오 무드러
여,50,2,4,3,3,4,서울특별시,제주,자녀 동반 여행,8,1,6,summer,3,h000494,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,4,1,1,부산광역시,제주,2인 여행(가족 외),1,1,7,summer,3,h001819,4,느슨하게 떠나는 듀오 무드러
남,20,1,3,5,2,5,경기도,제주,3인 이상 여행(가족 외),2,2,7,summer,2,h002133,1,자연집중 번개여행 패밀리
여,60,2,2,3,5,2,서울특별시,제주,3대 동반 여행(친척 포함),2,4,6,summer,4,h000171,7,패밀리 무드 ON 스탠다드러
여,20,1,12,2,2,3,경기도,제주,부모 동반 여행,5,3,6,summer,3,h001538,7,패밀리 무드 ON 스탠다드러
여,40,1,2,4,8,2,서울특별시,제주,2인 여행(가족 외),4,1,6,summer,4,h001666,2,탐험 ON한 듀오 트래블러
여,30,2,11,1,1,6,경기도,제주,자녀 동반 여행,2,2,7,summer,6,h001726,7,패밀리 무드 ON 스탠다드러
여,20,1,12,2,1,6,제주특별자치도,제주,나홀로 여행,8,0,7,summer,2,h001838,3,솔로감성 잠깐 리프레시러
남,40,2,11,2,3,4,제주특별자치도,제주,자녀 동반 여행,1,2,6,summer,1,h001614,1,자연집중 번개여행 패밀리
남,30,2,13,12,1,4,경기도,제주,자녀 동반 여행,1,3,7,summer,7,h001516,5,차분템포 자연수집 패밀리
남,30,1,12,2,2,5,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,4,h001250,6,뉴트럴바이브 듀오 스테이러
여,50,2,11,1,1,4,경상남도,제주,자녀 동반 여행,7,2,6,summer,4,h000760,7,패밀리 무드 ON 스탠다드러
여,40,1,3,5,1,4,울산광역시,제주,2인 여행(가족 외),1,1,6,summer,3,h000873,4,느슨하게 떠나는 듀오 무드러
여,40,2,3,5,4,2,서울특별시,제주,나홀로 여행,4,0,7,summer,3,h001768,4,느슨하게 떠나는 듀오 무드러
여,20,1,3,3,6,3,광주광역시,제주,나홀로 여행,2,0,7,summer,7,h001373,2,탐험 ON한 듀오 트래블러
여,20,1,3,9,4,6,서울특별시,제주,3인 이상 여행(가족 외),1,3,6,summer,4,h001184,5,차분템포 자연수집 패밀리
